#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-04-10T06:08:15 [V7.4.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-04-10T06:08:15	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.all=2&-out.add=_Glon,_Glat&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=VIII/81B/sumss212&-order=I&-out=RAJ2000&-out=e_RAJ2000&-out=DEJ2000&DEJ2000=&gt;-30 & &lt;0&-out=e_DEJ2000&-out=Sp&-out=e_Sp&-out=St&-out=e_St&-out=MajAxis&-out=MinAxis&-out=PA&-out=dMajAxis&-out=dMinAxis&-out=dPA&-out=Mosaic&-out=Nm&-out=Xpos&-out=Ypos&-out.all=2&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_8081
#Name: VIII/81B
#Title: Sydney University Molonglo Sky Survey (SUMSS V2.1) (Mauch+ 2008)
#INFO	ivoid=ivo://cds.vizier/viii/81b	    IVOID of underlying data collection
#INFO	creator=Mauch T.	    First author or institution
#INFO	cites=bibcode:2003MNRAS.342.1117M	    Article or Data origin sources
#INFO	original_date=2003	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VIII/81B	    Dataset landing page
#INFO	publication_date=2013-07-10	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	VIII_81B_sumss212:
#Name: VIII/81B/sumss212
#Title: The SUMSS Catalog, Version 2.1r (Feb-16-2012)
#Column	_Glon	(F11.7)	Galactic longitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lon]
#Column	_Glat	(F11.7)	Galactic latitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lat]
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	RAJ2000	(A11)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	e_RAJ2000	(F4.1)	The uncertainty in Right Ascension (1)	[ucd=stat.error;pos.eq.ra]
#Column	DEJ2000	(A12)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	e_DEJ2000	(F4.1)	The uncertainty Declination	[ucd=stat.error;pos.eq.dec]
#Column	Sp	(F7.1)	Peak brightness at 843MHz (in mJy.beam-1)	[ucd=phot.flux.density;em.radio.750-1500MHz]
#Column	e_Sp	(F6.1)	Uncertainty on Sp	[ucd=stat.error;src.spType]
#Column	St	(F8.1)	Total flux density at 843MHz	[ucd=phot.flux.density;em.radio.750-1500MHz]
#Column	e_St	(F6.1)	Uncertainty on St	[ucd=stat.error]
#Column	MajAxis	(F6.1)	Fitted major axis	[ucd=phys.angSize;meta.modelled]
#Column	MinAxis	(F5.1)	Fitted minor axis	[ucd=phys.angSize;meta.modelled]
#Column	PA	(F5.1)	Fitted major axis position angle (N to E)	[ucd=pos.posAng;meta.modelled]
#Column	dMajAxis	(F6.1)	Fitted major axis after deconvolution (2)	[ucd=phys.angSize;meta.modelled]
#Column	dMinAxis	(F5.1)	Fitted minor axis after deconvolution (2)	[ucd=phys.angSize;meta.modelled]
#Column	dPA	(F5.1)	? Fitted major axis position angle	[ucd=pos.posAng;meta.modelled]
#Column	Mosaic	(A8)	Mosaic in which the source appears ({\fg{blue3}the link gives an access to the {\bf FITS} image}) (3)	[ucd=obs.image]
#Column	Nm	(I1)	Number of mosaics with the source (4)	[ucd=meta.number]
#Column	Xpos	(F6.1)	Position of the source on quoted mosaic (4)	[ucd=pos.cartesian.x;instr.det]
#Column	Ypos	(F6.1)	Position of the source on quoted mosaic (4)	[ucd=pos.cartesian.y;instr.det]
_Glon	_Glat	_RAJ2000	_DEJ2000	RAJ2000	e_RAJ2000	DEJ2000	e_DEJ2000	Sp	e_Sp	St	e_St	MajAxis	MinAxis	PA	dMajAxis	dMinAxis	dPA	Mosaic	Nm	Xpos	Ypos
236.2070799	-22.5138593	091.2504167	-29.9651667	06 05 00.10	 2.7	-29 57 54.60	 4.4	   15.7	   1.7	    16.7	   1.8	  89.1	 46.9	173.7	   0.0	  0.0	     	J0600M32	1	 350.5	 725.7
236.5635966	-21.5375594	092.4399583	-29.9499722	06 09 45.59	 1.9	-29 56 59.90	 2.9	   24.5	   1.7	    24.5	   1.7	  84.9	 45.3	176.6	   0.0	  0.0	     	J0600M32	2	  13.3	 725.3
236.9292894	-20.6163146	093.5737917	-29.9556389	06 14 17.71	 1.6	-29 57 20.30	 2.0	   90.7	   3.5	   104.3	   4.1	  97.4	 45.6	  3.4	   0.0	  0.0	     	J0618M32	1	 967.6	 727.9
236.9344414	-20.5230837	093.6766667	-29.9279167	06 14 42.40	 7.1	-29 55 40.50	 7.4	   12.5	   2.4	    12.5	   2.4	  84.9	 57.7	137.9	   0.0	  0.0	     	J0618M32	1	 938.5	 732.8
236.9325145	-20.4849972	093.7171667	-29.9130278	06 14 52.12	 6.7	-29 54 46.90	 4.4	   11.8	   2.1	    11.9	   2.1	  84.9	 46.5	107.6	   0.0	  0.0	     	J0618M32	1	 927.1	 735.4
237.1320841	-20.1220344	094.1850000	-29.9621944	06 16 44.40	 2.0	-29 57 43.90	 3.0	   32.3	   2.3	    32.3	   2.3	  84.9	 46.4	  4.9	   0.0	  0.0	     	J0618M32	1	 794.3	 727.3
237.4401723	-19.4238613	095.0572083	-29.9877778	06 20 13.73	 1.5	-29 59 16.00	 1.8	  108.3	   3.7	   115.8	   4.0	  90.4	 45.7	  3.2	   0.0	  0.0	     	J0618M32	1	 547.1	 722.7
237.5011714	-19.2943214	095.2206250	-29.9955556	06 20 52.95	 1.7	-29 59 44.00	 2.3	   38.7	   2.0	    38.7	   2.0	  85.0	 45.0	  0.4	   0.0	  0.0	     	J0618M32	1	 500.7	 721.2
237.6725987	-18.6153671	096.0192083	-29.9034722	06 24 04.61	 1.8	-29 54 12.50	 1.8	   53.8	   2.2	    53.8	   2.2	  85.0	 45.0	 88.8	   0.0	  0.0	     	J0618M32	1	 274.0	 735.9
237.8186172	-18.3191971	096.3955833	-29.9251944	06 25 34.94	 2.0	-29 55 30.70	 3.5	   23.3	   1.8	    28.8	   2.2	 105.0	 45.2	  0.7	   0.0	  0.0	     	J0618M32	1	 167.4	 731.3
238.0215813	-17.8321169	097.0000833	-29.9267222	06 28 00.02	11.8	-29 55 36.20	11.3	   10.6	   2.4	    20.7	   4.6	  89.2	 84.7	100.4	   0.0	  0.0	     	J0636M32	1	1272.1	 730.7
238.2011617	-17.5763809	097.3472500	-29.9915278	06 29 23.34	 3.7	-29 59 29.50	 2.9	   26.4	   2.3	    31.9	   2.8	  87.4	 54.9	 68.7	   0.0	  0.0	     	J0636M32	1	1173.4	 720.4
238.2797979	-17.2502344	097.7290000	-29.9402778	06 30 54.96	10.8	-29 56 25.00	11.1	   10.8	   2.5	    17.1	   3.9	  91.2	 76.8	138.4	   0.0	  0.0	     	J0636M32	1	1065.4	 730.0
238.2925473	-17.2217406	097.7647500	-29.9409722	06 31 03.54	 8.7	-29 56 27.50	 9.1	   13.2	   2.5	    19.7	   3.8	  90.9	 74.4	 38.0	   0.0	  0.0	     	J0636M32	1	1055.3	 730.0
239.1750032	-15.0916880	100.4097917	-29.9130000	06 41 38.35	 2.9	-29 54 46.80	 4.0	   26.3	   2.5	    26.3	   2.5	  84.9	 54.3	165.5	   0.0	  0.0	     	J0636M32	1	 305.1	 734.5
239.3280761	-14.7099870	100.8817917	-29.8997778	06 43 31.63	 2.0	-29 53 59.20	 2.0	   73.0	   3.3	    84.4	   3.8	  84.9	 57.5	119.2	   0.0	  0.0	     	J0636M32	1	 171.2	 735.7
240.2271958	-12.8086660	103.2954167	-29.9379167	06 53 10.90	 1.5	-29 56 16.50	 1.8	   91.3	   3.2	    97.6	   3.4	  90.7	 45.1	  1.6	   0.0	  0.0	     	J0654M32	1	 763.0	 731.5
240.2299042	-12.7929155	103.3132500	-29.9338889	06 53 15.18	 1.6	-29 56 02.00	 2.1	   57.1	   2.3	    67.0	   4.5	  99.5	 45.2	  1.8	  52.1	  0.0	  5.3	J0654M32	1	 758.0	 732.2
240.2677499	-12.7488036	103.3771250	-29.9495278	06 53 30.51	 5.1	-29 56 58.30	 5.1	   12.6	   1.7	    12.6	   1.7	  84.9	 55.8	 45.9	   0.0	  0.0	     	J0654M32	1	 739.8	 729.5
240.8307136	-11.5315894	104.9188333	-29.9460556	06 59 40.52	 8.1	-29 56 45.80	 5.6	   12.0	   2.6	    12.0	   2.6	  84.9	 47.7	112.2	   0.0	  0.0	     	J0654M32	1	 302.7	 728.7
240.9211145	-11.4240276	105.0744583	-29.9812778	07 00 17.87	 1.5	-29 58 52.60	 1.7	  303.7	   9.5	   317.7	  10.0	  86.1	 46.7	 81.0	   0.0	  0.0	     	J0654M32	1	 258.7	 722.3
241.0332233	-11.0192938	105.5514583	-29.9100833	07 02 12.35	 2.0	-29 54 36.30	 2.7	   30.2	   1.9	    30.9	   1.9	  84.9	 50.4	  9.0	   0.0	  0.0	     	J0654M32	1	 123.2	 733.4
239.9600315	-10.4106001	105.6679167	-28.6967778	07 02 40.30	 1.5	-28 41 48.40	 1.8	  177.8	   5.7	   177.8	   5.7	  95.9	 45.0	  1.1	   0.0	  0.0	     	J0712M28	1	1374.3	 221.9
239.9962791	-10.4111873	105.6847083	-28.7292500	07 02 44.33	 2.4	-28 43 45.30	 4.4	   18.7	   2.0	    18.7	   2.0	  95.9	 45.0	  1.1	   0.0	  0.0	     	J0712M28	1	1369.3	 217.0
240.6798334	-10.7177480	105.6958750	-29.4677778	07 02 47.01	 1.5	-29 28 04.00	 1.8	  105.2	   3.5	   105.2	   3.5	  95.9	 45.4	179.4	   0.0	  0.0	     	J0712M28	1	1361.3	 103.6
239.3079783	-10.0753318	105.6992500	-27.9733333	07 02 47.82	14.2	-27 58 24.00	12.6	   11.6	   3.0	    21.9	   5.6	  95.9	 85.1	 89.4	   0.0	  0.0	     	J0712M28	1	1369.8	 333.2
241.1444012	-10.9033280	105.7260833	-29.9596944	07 02 54.26	 1.7	-29 57 34.90	 2.6	   31.8	   1.8	    36.3	   2.0	  96.8	 45.0	179.2	   0.0	  0.0	     	J0654M32	3	  74.0	 724.3
240.2964352	-10.5019097	105.7352500	-29.0348611	07 02 56.46	 4.0	-29 02 05.50	 4.5	   21.5	   2.1	    21.5	   2.1	  95.9	 67.6	 33.5	   0.0	  0.0	     	J0712M28	1	1352.9	 170.2
240.7036470	-10.6678994	105.7591250	-29.4676944	07 03 02.19	 7.4	-29 28 03.70	 7.1	   11.6	   1.7	    16.7	   2.5	  95.9	 78.1	 52.0	   0.0	  0.0	     	J0712M28	1	1343.3	 103.8
240.6868734	-10.6177561	105.8031250	-29.4313889	07 03 12.75	 2.1	-29 25 53.00	 3.7	   17.8	   1.5	    19.2	   1.6	 103.1	 45.7	  3.7	   0.0	  0.0	     	J0712M28	1	1331.0	 109.5
240.7359939	-10.6231755	105.8211667	-29.4773611	07 03 17.08	 6.8	-29 28 38.50	 8.1	   10.3	   1.7	    11.5	   1.9	  95.9	 72.5	 24.1	   0.0	  0.0	     	J0712M28	1	1325.6	 102.4
239.8367358	-10.1518244	105.8748750	-28.4761944	07 03 29.97	 2.8	-28 28 34.30	 2.2	   39.7	   2.5	    46.2	   2.9	  95.9	 53.2	 79.3	   0.0	  0.0	     	J0712M28	1	1316.2	 256.3
240.8977964	-10.6243480	105.8980000	-29.6216667	07 03 35.52	 8.6	-29 37 18.00	 8.5	   10.3	   1.6	    17.1	   2.7	  95.9	 90.2	 49.5	   0.0	  0.0	     	J0712M28	1	1302.9	  80.5
240.5738585	-10.4217806	105.9518333	-29.2471389	07 03 48.44	 2.3	-29 14 49.70	 2.8	   34.9	   1.9	    34.9	   1.9	  95.9	 68.0	161.5	   0.0	  0.0	     	J0712M28	1	1289.7	 138.1
240.6043295	-10.4092777	105.9795000	-29.2688611	07 03 55.08	 1.8	-29 16 07.90	 2.8	   24.0	   1.5	    24.0	   1.5	  95.9	 45.0	  1.0	   0.0	  0.0	     	J0712M28	1	1281.7	 134.8
240.5898958	-10.3879386	105.9946250	-29.2468889	07 03 58.71	 1.7	-29 14 48.80	 2.5	   30.0	   1.7	    30.0	   1.7	  95.9	 45.0	  1.0	   0.0	  0.0	     	J0712M28	1	1277.5	 138.2
240.8096820	-10.4779200	106.0075833	-29.4807500	07 04 01.82	 5.2	-29 28 50.70	 6.1	   13.6	   1.7	    13.6	   1.7	  95.9	 73.1	154.1	   0.0	  0.0	     	J0712M28	1	1272.5	 102.3
240.6376832	-10.3641787	106.0423333	-29.2791667	07 04 10.16	 3.8	-29 16 45.00	 6.0	   11.8	   1.6	    11.8	   1.6	  95.9	 55.1	170.2	   0.0	  0.0	     	J0712M28	1	1263.7	 133.4
240.8620456	-10.4655204	106.0457917	-29.5219722	07 04 10.99	 2.3	-29 31 19.10	 3.3	   24.9	   1.7	    24.9	   1.7	  95.9	 58.0	168.3	   0.0	  0.0	     	J0712M28	1	1261.4	  96.1
241.2963932	-10.6488080	106.0653333	-29.9863333	07 04 15.68	 1.8	-29 59 10.80	 2.1	   59.4	   2.3	    59.4	   2.3	  95.9	 70.8	 22.6	   0.0	  0.0	     	J0712M28	2	1253.3	  24.8
240.8270766	-10.4238083	106.0721667	-29.4730278	07 04 17.32	 1.6	-29 28 22.90	 1.9	   77.2	   2.8	    77.3	   2.8	  95.9	 57.1	168.9	   0.0	  0.0	     	J0712M28	1	1254.2	 103.7
240.8372964	-10.3270087	106.1775417	-29.4405833	07 04 42.61	 1.6	-29 26 26.10	 1.9	   74.0	   2.7	    74.0	   2.7	  95.9	 53.1	 10.3	   0.0	  0.0	     	J0712M28	1	1224.3	 108.9
240.5238724	-10.1786998	106.1790833	-29.0983611	07 04 42.98	 2.7	-29 05 54.10	 4.2	   16.8	   1.6	    16.8	   1.6	  95.9	 54.1	 11.0	   0.0	  0.0	     	J0712M28	1	1225.6	 161.4
240.7158406	-10.2624010	106.1855833	-29.3049167	07 04 44.54	 2.2	-29 18 17.70	 3.5	   20.1	   1.6	    20.1	   1.6	  95.9	 49.3	  7.4	   0.0	  0.0	     	J0712M28	1	1222.7	 129.7
241.3686995	-10.4788104	106.2778333	-29.9778333	07 05 06.68	 3.3	-29 58 40.20	 4.7	   15.4	   1.5	    15.4	   1.5	  95.9	 60.4	 15.1	   0.0	  0.0	     	J0712M28	2	1193.1	  26.6
241.2148225	-10.3851930	106.3005000	-29.8009722	07 05 12.12	 1.9	-29 48 03.50	 2.7	   30.2	   1.7	    30.2	   1.7	  95.9	 54.2	170.7	   0.0	  0.0	     	J0712M28	1	1187.6	  53.8
241.0806466	-10.3121203	106.3112083	-29.6503889	07 05 14.69	 2.1	-29 39 01.40	 2.4	   38.6	   1.9	    38.6	   1.9	  95.9	 64.9	145.5	   0.0	  0.0	     	J0712M28	1	1185.3	  76.9
240.9926659	-10.2580209	106.3245833	-29.5489722	07 05 17.90	 2.8	-29 32 56.30	 2.5	   25.1	   1.7	    25.1	   1.7	  95.9	 51.1	 58.5	   0.0	  0.0	     	J0712M28	1	1181.9	  92.5
241.1311702	-10.2426338	106.4080000	-29.6653889	07 05 37.92	 2.6	-29 39 55.40	 3.8	   19.2	   1.6	    19.2	   1.6	  95.9	 55.6	 11.9	   0.0	  0.0	     	J0712M28	1	1157.7	  74.8
240.8469373	-10.0118263	106.5086667	-29.3134167	07 06 02.08	 1.5	-29 18 48.30	 1.7	  851.9	  25.6	   852.1	  25.6	  95.9	 65.6	 18.5	   0.0	  0.0	     	J0712M28	1	1130.5	 129.0
241.4205636	-10.2616953	106.5294167	-29.9306389	07 06 07.06	 3.3	-29 55 50.30	 3.4	   17.9	   1.5	    18.0	   1.5	  95.9	 57.7	 45.6	   0.0	  0.0	     	J0712M28	2	1122.1	  34.2
250.4479160	+10.1029043	131.6710000	-26.9746667	08 46 41.04	 1.6	-26 58 28.80	 1.9	  129.3	   4.8	   129.3	   4.8	  95.9	 45.0	  0.1	   0.0	  0.0	     	J0848M28	1	 801.0	 489.5
250.4468237	+10.1193924	131.6849167	-26.9637500	08 46 44.38	 1.7	-26 57 49.50	 2.3	   72.4	   3.5	    72.4	   3.5	  95.9	 45.0	  0.1	   0.0	  0.0	     	J0848M28	1	 796.9	 491.1
250.4494757	+10.1638572	131.7262083	-26.9386667	08 46 54.29	 9.5	-26 56 19.20	 6.2	   15.3	   3.1	    20.2	   4.1	  95.9	 59.7	 84.0	   0.0	  0.0	     	J0848M28	1	 784.9	 495.0
250.3826784	+10.3124257	131.8130417	-26.7958611	08 47 15.13	 1.5	-26 47 45.10	 1.7	  440.7	  13.5	   440.7	  13.5	  95.9	 47.7	112.3	   0.0	  0.0	     	J0848M28	1	 759.6	 517.0
250.7856755	+10.0307276	131.8352500	-27.2819722	08 47 20.46	 1.5	-27 16 55.10	 1.8	  186.6	   6.1	   188.7	   6.1	  95.9	 47.5	  5.0	   0.0	  0.0	     	J0848M28	1	 752.9	 442.3
250.7972918	+10.0561098	131.8657083	-27.2754722	08 47 27.77	 1.5	-27 16 31.70	 1.8	  134.1	   4.6	   145.8	   5.0	 103.3	 46.8	176.0	   0.0	  0.0	     	J0848M28	1	 744.1	 443.3
250.7904106	+10.0957079	131.8962500	-27.2458611	08 47 35.10	10.1	-27 14 45.10	 8.5	   14.2	   2.7	    24.8	   4.7	  95.9	 79.4	 98.8	   0.0	  0.0	     	J0848M28	1	 735.2	 447.9
250.4409213	+10.4153348	131.9435000	-26.7782500	08 47 46.44	 2.3	-26 46 41.70	 4.0	   26.5	   2.6	    26.5	   2.6	  95.9	 45.1	179.2	   0.0	  0.0	     	J0848M28	1	 721.5	 519.7
251.1921078	+10.0072208	132.0910417	-27.6124444	08 48 21.85	 2.2	-27 36 44.80	 3.7	   25.7	   2.2	    25.7	   2.2	  95.9	 46.5	  3.7	   0.0	  0.0	     	J0848M28	1	 678.6	 391.5
250.8617778	+10.2756363	132.1045000	-27.1909722	08 48 25.08	 7.6	-27 11 27.50	 7.8	   15.4	   2.3	    21.8	   3.3	  95.9	 81.3	139.7	   0.0	  0.0	     	J0848M28	1	 674.6	 456.3
251.2441877	+10.0316850	132.1484167	-27.6378333	08 48 35.62	 1.6	-27 38 16.20	 1.7	  163.9	   5.3	   164.0	   5.3	  95.9	 45.0	 90.1	   0.0	  0.0	     	J0848M28	1	 662.0	 387.6
250.8465976	+10.3483837	132.1587083	-27.1345000	08 48 38.09	 2.7	-27 08 04.20	 5.1	   17.0	   2.0	    18.0	   2.1	 100.7	 46.1	176.8	   0.0	  0.0	     	J0848M28	1	 658.8	 465.0
251.0811139	+10.2447334	132.2263750	-27.3801944	08 48 54.33	 7.8	-27 22 48.70	 8.4	   14.7	   2.3	    18.3	   2.9	  95.9	 81.3	 31.9	   0.0	  0.0	     	J0848M28	1	 639.2	 427.2
251.0443586	+10.3476162	132.2925833	-27.2883611	08 49 10.22	 5.7	-27 17 18.10	 5.0	   14.9	   2.1	    16.2	   2.2	  95.9	 56.9	 53.9	   0.0	  0.0	     	J0848M28	1	 619.9	 441.3
250.6681860	+10.6505620	132.3051667	-26.8103889	08 49 13.24	 8.1	-26 48 37.40	 6.9	   14.5	   2.6	    18.9	   3.3	  95.9	 65.2	 59.0	   0.0	  0.0	     	J0848M28	1	 615.9	 514.7
251.3878796	+10.1015841	132.3090000	-27.7062222	08 49 14.16	 3.0	-27 42 22.40	 5.8	   12.6	   1.8	    12.6	   1.8	  95.9	 45.7	  2.4	   0.0	  0.0	     	J0848M28	1	 615.5	 377.1
251.0418353	+10.4034777	132.3403750	-27.2520000	08 49 21.69	 4.8	-27 15 07.20	 3.5	   18.6	   2.1	    20.9	   2.4	  95.9	 53.3	111.6	   0.0	  0.0	     	J0848M28	1	 606.0	 446.9
251.3710992	+10.2396129	132.4201250	-27.6080556	08 49 40.83	 4.6	-27 36 29.00	 3.0	   15.2	   1.7	    15.2	   1.7	  95.9	 46.5	106.5	   0.0	  0.0	     	J0848M28	1	 583.2	 392.1
250.9192986	+10.6140358	132.4432917	-27.0273611	08 49 46.39	 3.1	-27 01 38.50	 5.4	   17.6	   2.2	    17.6	   2.2	  95.9	 50.1	  7.0	   0.0	  0.0	     	J0848M28	1	 575.8	 481.3
251.6953982	+10.0465230	132.4715000	-27.9783611	08 49 53.16	 3.4	-27 58 42.10	 5.5	   13.3	   1.6	    13.3	   1.6	  95.9	 53.0	  9.1	   0.0	  0.0	     	J0848M28	1	 568.7	 335.2
251.3478544	+10.3677636	132.5178750	-27.5109167	08 50 04.29	 2.1	-27 30 39.30	 2.9	   39.1	   2.4	    39.4	   2.4	  95.9	 54.9	 10.4	   0.0	  0.0	     	J0848M28	1	 554.7	 407.0
251.0142106	+10.6391826	132.5301250	-27.0852778	08 50 07.23	 4.9	-27 05 07.00	 6.7	   18.3	   2.5	    20.4	   2.8	  95.9	 65.0	 17.1	   0.0	  0.0	     	J0848M28	1	 550.5	 472.4
251.5786597	+10.2766164	132.5955417	-27.7457222	08 50 22.93	 1.6	-27 44 44.60	 2.2	   53.8	   2.5	    53.8	   2.5	  95.9	 46.0	  2.7	   0.0	  0.0	     	J0848M28	1	 532.5	 370.9
250.9174117	+10.7971429	132.6037083	-26.9129444	08 50 24.89	 3.4	-26 54 46.60	 6.6	   13.7	   2.3	    13.7	   2.3	  95.9	 45.0	179.3	   0.0	  0.0	     	J0848M28	1	 528.8	 498.8
251.7372133	+10.1983124	132.6352917	-27.9167222	08 50 32.47	 3.6	-27 55 00.20	 4.8	   20.3	   2.0	    20.3	   2.0	  95.9	 64.4	 16.6	   0.0	  0.0	     	J0848M28	1	 521.3	 344.6
251.5292804	+10.3669629	132.6417083	-27.6516389	08 50 34.01	 4.0	-27 39 05.90	 6.9	   13.2	   2.1	    13.4	   2.1	  95.9	 51.5	171.4	   0.0	  0.0	     	J0848M28	1	 519.0	 385.3
251.3454825	+10.5182540	132.6495417	-27.4160278	08 50 35.89	 1.5	-27 24 57.70	 1.7	  438.9	  13.3	   443.5	  13.5	  95.9	 49.6	  6.5	   0.0	  0.0	     	J0848M28	1	 516.3	 421.5
251.7666482	+10.2025019	132.6593333	-27.9368611	08 50 38.24	 4.2	-27 56 12.70	 3.9	   18.0	   1.9	    18.4	   2.0	  95.9	 55.0	 51.2	   0.0	  0.0	     	J0848M28	1	 514.4	 341.5
251.1945567	+10.6666931	132.6775000	-27.2076389	08 50 42.60	 2.1	-27 12 27.50	 2.2	   64.9	   3.2	    64.9	   3.2	  95.9	 56.9	133.6	   0.0	  0.0	     	J0848M28	1	 507.8	 453.5
251.8769238	+10.1413815	132.6812500	-28.0599167	08 50 43.50	 1.8	-28 03 35.70	 2.2	   66.7	   2.8	    66.7	   2.8	  95.9	 65.9	161.7	   0.0	  0.0	     	J0848M28	1	 508.3	 322.5
251.3423079	+10.5900938	132.7109167	-27.3691111	08 50 50.62	 5.4	-27 22 08.80	 6.3	   21.5	   2.6	    26.0	   3.2	  95.9	 75.8	 25.7	   0.0	  0.0	     	J0848M28	1	 498.4	 428.6
251.2666551	+10.6510625	132.7130000	-27.2729722	08 50 51.12	 3.8	-27 16 22.70	 7.2	   13.2	   2.3	    13.2	   2.3	  95.9	 46.5	  3.5	   0.0	  0.0	     	J0848M28	1	 497.6	 443.4
251.4378971	+10.5437612	132.7355000	-27.4715833	08 50 56.52	 3.7	-27 28 17.70	 3.0	   24.9	   2.3	    24.9	   2.3	  95.9	 49.8	118.8	   0.0	  0.0	     	J0848M28	1	 491.4	 412.9
252.0598937	+10.1154899	132.7850417	-28.2171944	08 51 08.41	 1.8	-28 13 01.90	 2.4	   47.5	   2.3	    47.5	   2.3	  95.9	 54.7	 10.1	   0.0	  0.0	     	J0848M28	1	 478.6	 298.3
252.2639733	+10.0954088	132.9091250	-28.3870000	08 51 38.19	 7.4	-28 23 13.20	 7.4	   14.9	   2.0	    25.9	   3.5	  97.0	 90.3	132.2	   0.0	  0.0	     	J0848M28	1	 443.3	 272.1
251.8160292	+10.4524790	132.9151667	-27.8197778	08 51 39.64	 1.5	-27 49 11.20	 1.7	  316.9	   9.7	   316.9	   9.7	  95.9	 45.0	 89.9	   0.0	  0.0	     	J0848M28	1	 440.1	 359.2
251.2206121	+10.9196664	132.9185000	-27.0710556	08 51 40.44	 7.9	-27 04 15.80	 7.7	   14.2	   2.9	    14.2	   2.9	  95.9	 56.3	 46.7	   0.0	  0.0	     	J0848M28	1	 437.3	 474.3
251.8190056	+10.4781044	132.9399167	-27.8061389	08 51 45.58	 3.4	-27 48 22.10	 3.8	   30.1	   2.5	    30.1	   2.5	  95.9	 64.0	 36.0	   0.0	  0.0	     	J0848M28	1	 432.9	 361.3
251.6144006	+10.7100835	133.0038750	-27.5043889	08 52 00.93	 1.7	-27 30 15.80	 2.4	   56.5	   2.9	    57.9	   2.9	  98.2	 45.0	179.3	   0.0	  0.0	     	J0848M28	1	 413.6	 407.6
251.2665545	+10.9852723	133.0077083	-27.0657222	08 52 01.85	 1.5	-27 03 56.60	 1.8	  174.4	   6.0	   174.5	   6.0	  95.9	 45.0	179.5	   0.0	  0.0	     	J0848M28	1	 411.3	 475.0
252.1499786	+10.3228952	133.0318333	-28.1575278	08 52 07.64	 7.4	-28 09 27.10	 8.1	   10.9	   2.1	    10.9	   2.1	  95.9	 61.8	 38.6	   0.0	  0.0	     	J0848M28	1	 407.3	 307.2
251.2570347	+11.0259529	133.0370000	-27.0331389	08 52 08.88	10.0	-27 01 59.30	 9.6	   17.9	   3.5	    26.5	   5.2	  95.9	 79.2	 52.0	   0.0	  0.0	     	J0848M28	1	 402.7	 479.9
252.4764235	+10.1901856	133.1417083	-28.4913611	08 52 34.01	 1.8	-28 29 28.90	 2.6	   38.6	   2.2	    39.4	   2.2	  96.9	 47.2	174.9	   0.0	  0.0	     	J0848M28	1	 376.6	 255.8
252.0397534	+10.5346160	133.1428333	-27.9407778	08 52 34.28	 2.0	-27 56 26.80	 2.9	   35.2	   2.2	    35.2	   2.2	  95.9	 51.0	  7.3	   0.0	  0.0	     	J0848M28	1	 374.6	 340.4
252.3927634	+10.2608680	133.1460000	-28.3829167	08 52 35.04	 3.4	-28 22 58.50	 3.9	   28.9	   2.3	    28.9	   2.3	  95.9	 68.6	148.2	   0.0	  0.0	     	J0848M28	1	 375.1	 272.4
251.8114952	+10.7808636	133.2023333	-27.6118611	08 52 48.56	 2.5	-27 36 42.70	 2.7	   45.9	   2.8	    45.9	   2.8	  95.9	 59.7	 41.4	   0.0	  0.0	     	J0848M28	1	 356.4	 390.8
251.5849073	+11.1024917	133.3293333	-27.2373889	08 53 19.04	 1.9	-27 14 14.60	 3.1	   39.4	   2.9	    39.4	   2.9	  95.9	 45.0	179.4	   0.0	  0.0	     	J0848M28	1	 318.2	 448.2
